,booking_count,age_in_days,core_earning,active_days,followers,company tier numerical,college tier numerical,years of experience,# of posts/week,avg engagement per post last 30 days,# of Posts last 30 days,# of Comments last 30 days,# of Reactions last 30 days,gender_score,# of promotional posts,target_score
1698,1,0,100,0,4214.0,7.0,9.0,4.0,1.75,6.0,2.0,0.0,0.0,1,0.0,1
1699,1,0,0,0,576.0,10.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1701,1,0,0,0,1315.0,7.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1702,1,0,0,0,1969.0,8.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1703,1,0,99,0,1898.0,9.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1704,1,0,0,0,1236.0,8.0,7.0,1.0,5.6,11.91666667,12.0,0.0,3.0,1,0.0,0
1706,1,0,0,0,656.0,8.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1710,1,0,0,0,31584.0,8.0,10.0,7.0,1.272727273,43.25,4.0,0.0,1.0,1,4.0,0
1711,1,0,0,0,168.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1716,1,0,0,0,2578.0,7.0,8.0,4.0,0.736842105,9.833333333,2.0,2.0,0.0,1,0.0,0
1718,1,0,0,0,402.0,7.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1720,1,0,0,0,3534.0,8.0,10.0,12.0,0.368421053,33.66666667,1.0,1.0,0.0,1,0.0,0
1721,1,0,300,0,9825.0,10.0,7.0,4.0,3.5,189.6363636,11.0,1.0,9.0,1,5.0,1
1722,1,0,0,0,918.0,10.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1723,1,0,0,0,9072.0,10.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1724,1,0,0,0,2454.0,9.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1725,1,0,0,0,2360.0,10.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1726,1,0,100,0,3498.0,10.0,7.0,4.0,0.304347826,508.0,1.0,1.0,0.0,0,1.0,1
1727,1,0,0,0,2030.0,8.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1730,1,0,0,0,1721.0,8.0,8.0,4.0,0.49122807,17.0,0.0,0.0,0.0,1,0.0,0
1733,1,0,199,0,18814.0,10.0,7.0,7.0,1.909090909,36.16666667,6.0,4.0,2.0,1,2.0,1
1734,1,0,0,0,3116.0,7.0,7.0,10.0,0.859649123,0.857142857,1.0,0.0,0.0,1,0.0,0
1736,1,0,0,0,20368.0,8.0,8.0,12.0,0.245614035,0.0,0.0,0.0,0.0,1,0.0,0
1737,1,0,0,0,804.0,8.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1738,1,0,0,0,5332.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1740,1,0,0,0,4729.0,10.0,7.0,2.0,0.368421053,322.3333333,0.0,0.0,0.0,1,0.0,0
1742,1,0,0,0,3614.0,7.0,7.0,4.0,0.368421053,2.0,1.0,0.0,0.0,1,0.0,0
1743,1,0,0,0,9682.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1744,1,0,0,0,1578.0,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1746,1,0,0,0,126.0,10.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1747,1,0,0,0,2767.0,9.0,9.0,17.0,0.122807018,5.0,0.0,0.0,0.0,1,0.0,0
1748,1,0,0,0,1328.0,7.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1749,1,0,0,0,2502.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1750,1,0,0,0,7405.0,7.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1752,1,0,0,0,1198.0,8.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1753,1,0,150,0,4579.0,7.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1755,1,0,0,0,1239.0,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1759,1,0,0,0,4354.0,10.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1760,1,0,0,0,4331.0,8.0,8.0,2.0,0.21875,219.0,0.0,0.0,0.0,1,0.0,0
1761,1,0,0,0,10429.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1762,1,0,299,0,144.0,5.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1763,1,0,0,0,525.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1764,1,0,50,0,899.0,10.0,10.0,5.0,0.122807018,8.0,0.0,0.0,0.0,0,0.0,1
1765,1,0,0,0,451.0,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1766,1,0,0,0,7216.0,7.0,7.0,2.0,3.5,200.5,4.0,2.0,1.0,1,1.0,0
1767,1,0,0,0,3306.0,10.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1768,1,0,0,0,1127.0,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1769,1,0,0,0,3719.0,8.0,9.0,1.0,2.0,32.5,2.0,0.0,2.0,1,2.0,0
1770,1,0,0,0,2961.0,7.0,8.0,7.0,0.368421053,85.33333333,2.0,1.0,0.0,1,2.0,0
1772,1,0,0,0,4157.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1773,1,0,0,0,1893.0,10.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1774,1,0,0,0,213.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1776,1,0,0,0,2720.0,10.0,9.0,8.0,0.49122807,27.0,2.0,1.0,0.0,0,0.0,0
1777,1,0,0,0,634.0,9.0,8.0,7.0,3.5,2.0,1.0,0.0,0.0,1,0.0,0
1778,1,0,100,0,4313.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1779,1,0,199,0,7525.0,8.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1780,1,0,99,0,808.0,10.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1782,1,0,0,0,2753.0,10.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1785,1,0,0,0,7401.0,7.0,7.0,2.0,0.122807018,3.0,0.0,0.0,0.0,1,0.0,0
1786,1,0,0,0,34.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1788,1,0,0,0,2952.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1789,1,0,1500,0,24849.0,8.0,7.0,10.0,0.859649123,50.0,3.0,1.0,0.0,1,2.0,1
1790,1,0,0,0,11058.0,8.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1793,1,0,0,0,737.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1794,1,0,245,0,5005.0,10.0,7.0,5.0,0.614035088,57.0,2.0,1.0,0.0,1,1.0,1
1796,1,0,10,0,1769.0,8.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1797,1,0,0,0,3448.0,9.0,9.0,16.0,0.875,13.0,1.0,2.0,1.0,1,0.0,0
1799,1,0,0,0,1264.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1801,1,0,999,0,4085.0,7.0,7.0,6.0,0.933333333,168.5,2.0,0.0,0.0,1,0.0,1
1802,1,0,0,0,1619.0,9.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1804,1,0,0,0,302.0,10.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1805,1,0,0,0,1026.0,8.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1813,1,0,0,0,2878.0,8.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1816,1,0,0,0,1415.0,8.0,8.0,1.0,0.122807018,53.0,0.0,0.0,0.0,1,0.0,0
1820,1,0,1000,0,12846.0,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1821,1,0,0,0,4904.0,9.0,8.0,5.0,0.318181818,19.0,1.0,0.0,0.0,1,0.0,0
1829,1,0,0,0,4334.0,8.0,7.0,6.0,0.518518519,33.5,2.0,0.0,0.0,1,2.0,0
1830,1,0,0,0,4847.0,8.0,7.0,1.0,0.245614035,32.0,0.0,0.0,0.0,1,0.0,0
1836,1,0,0,0,7623.0,8.0,7.0,5.0,0.49122807,2.75,1.0,0.0,0.0,1,0.0,0
1838,1,0,0,0,2719.0,10.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1839,1,0,0,0,713.0,7.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1845,1,0,499,0,2655.0,7.0,8.0,4.0,0.245614035,71.0,1.0,0.0,0.0,1,0.0,1
1846,1,0,250,0,5278.0,8.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1849,1,0,0,0,1269.0,10.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1852,1,0,0,0,10634.0,9.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1853,1,0,150,0,3751.0,8.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1860,1,0,0,0,519.0,7.0,7.0,0.0,2.863636364,7.666666667,9.0,7.0,2.0,1,0.0,0
1862,1,0,0,0,9956.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1873,1,0,1000,0,9429.0,10.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1877,1,0,0,0,2721.0,7.0,9.0,0.0,3.5,4.0,1.0,0.0,0.0,1,0.0,0
1881,1,0,0,0,2771.0,9.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1885,1,0,0,0,1383.0,8.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1887,1,0,99,0,4467.0,9.0,7.0,4.0,0.466666667,4.0,1.0,0.0,0.0,1,0.0,1
1888,1,0,0,0,7074.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1889,1,0,0,0,7129.0,8.0,6.0,5.0,3.5,11.18181818,11.0,3.0,2.0,1,2.0,0
1895,1,0,0,0,138.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1896,1,0,0,0,647.0,10.0,7.0,14.0,0.933333333,18.0,2.0,0.0,1.0,1,0.0,0
1897,1,0,0,0,1711.0,8.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1898,1,0,750,0,10100.0,7.0,7.0,2.0,3.5,130.5,2.0,3.0,0.0,0,0.0,1
1899,1,0,0,0,446.0,8.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1901,1,0,1199,0,33596.0,9.0,10.0,8.0,0.368421053,657.0,1.0,1.0,0.0,1,0.0,1
1902,1,0,500,0,10688.0,10.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1903,1,0,99,0,11772.0,8.0,7.0,3.0,7.49122807,16.50819672,32.0,8.0,24.0,1,8.0,1
1904,1,0,0,0,6044.0,7.0,7.0,1.0,1.473684211,41.91666667,7.0,1.0,6.0,1,3.0,0
1906,1,0,0,0,469.0,8.0,7.0,15.0,1.75,46.0,2.0,0.0,0.0,1,0.0,0
1909,1,0,0,0,680.0,10.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1912,1,0,0,0,1516.0,10.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1916,1,0,0,0,357.0,8.0,7.0,7.0,1.866666667,13.0,4.0,2.0,0.0,0,0.0,0
1917,1,0,0,0,185.0,8.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1919,1,0,0,0,1839.0,10.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1921,1,0,0,0,9644.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1922,1,0,0,0,8539.0,8.0,9.0,9.0,0.122807018,8.0,0.0,0.0,0.0,1,0.0,0
1923,1,0,699,0,13106.0,7.0,7.0,0.0,0.0,0.0,0.0,2.0,1.0,1,0.0,1
1924,1,0,10,0,1133.0,6.0,7.0,7.0,0.954545455,0.333333333,3.0,0.0,0.0,1,0.0,1
1926,1,0,0,0,695.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1927,1,0,0,0,1607.0,10.0,7.0,3.0,0.122807018,357.0,0.0,0.0,0.0,1,0.0,0
1928,1,0,0,0,45184.0,10.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1929,1,0,0,0,10803.0,9.0,8.0,4.0,0.291666667,955.0,1.0,0.0,1.0,1,1.0,0
1931,1,0,0,0,982.0,8.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1932,1,0,500,0,2503.0,9.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1933,1,0,0,0,866.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1934,1,0,200,0,2764.0,10.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1936,1,0,0,0,10298.0,7.0,9.0,12.0,3.181818182,34.0,10.0,7.0,1.0,1,2.0,0
1937,1,0,0,0,4638.0,10.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1938,1,0,0,0,751.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1939,1,0,0,0,12757.0,8.0,8.0,7.0,0.318181818,6.0,1.0,0.0,0.0,1,0.0,0
1942,1,0,0,0,1927.0,8.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1943,1,0,0,0,457.0,8.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1946,1,0,0,0,11531.0,7.0,9.0,4.0,0.49122807,39.0,3.0,0.0,2.0,1,2.0,0
1947,1,0,500,0,1878.0,10.0,8.0,7.0,0.466666667,70.0,1.0,0.0,0.0,1,0.0,1
1948,1,0,0,0,8847.0,7.0,10.0,6.0,0.614035088,27.8,3.0,0.0,1.0,1,1.0,0
1950,1,0,0,0,2348.0,9.0,8.0,7.0,0.466666667,4.0,1.0,0.0,0.0,1,0.0,0
1952,1,0,0,0,2366.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1954,1,0,99,0,1392.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1956,1,0,0,0,4602.0,7.0,8.0,7.0,0.122807018,5.0,0.0,0.0,0.0,0,0.0,0
1957,1,0,349,0,13560.0,8.0,7.0,10.0,1.473684211,20.83333333,6.0,1.0,2.0,1,5.0,1
1958,1,0,450,0,2644.0,8.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1962,1,0,0,0,2387.0,10.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1963,1,0,0,0,389.0,8.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1964,1,0,0,0,23893.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1965,1,0,0,0,459.0,8.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1966,1,0,0,0,25902.0,8.0,8.0,1.0,6.385964912,120.8461538,44.0,18.0,1.0,1,14.0,0
1968,1,0,0,0,490.0,9.0,8.0,4.0,0.466666667,29.0,1.0,0.0,0.0,1,0.0,0
1970,1,0,100,0,7951.0,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1972,1,0,0,0,5448.0,10.0,7.0,2.0,0.122807018,43.0,0.0,0.0,0.0,1,0.0,0
1973,1,0,99,0,1351.0,8.0,8.0,0.0,0.318181818,20.0,1.0,1.0,0.0,1,1.0,1
1974,1,0,0,0,6083.0,8.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1975,1,0,0,0,9545.0,10.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1977,1,0,0,0,910.0,8.0,7.0,9.0,0.245614035,3.5,0.0,0.0,0.0,1,0.0,0
1978,1,0,0,0,412.0,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1979,1,0,0,0,11241.0,10.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1980,1,0,0,0,2118.0,8.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1981,1,0,0,0,4168.0,10.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1982,1,0,0,0,3005.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1983,1,0,0,0,1451.0,7.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1984,1,0,0,0,5116.0,8.0,7.0,4.0,1.105263158,7.111111111,3.0,0.0,0.0,1,2.0,0
1985,1,0,0,0,3118.0,10.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1989,1,0,0,0,3543.0,8.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1990,1,0,0,0,47.0,7.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1993,1,0,1,0,312.0,8.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1994,1,0,1,0,3802.0,7.0,10.0,3.0,0.122807018,4.0,0.0,0.0,0.0,1,0.0,1
1997,1,0,699,0,3582.0,9.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1999,1,0,0,0,4759.0,9.0,9.0,8.0,0.122807018,1367.0,0.0,0.0,0.0,1,0.0,0
2001,1,0,0,0,1751.0,8.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2002,1,0,10,0,623.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
2003,1,0,0,0,1905.0,8.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2005,1,0,1,0,6154.0,7.0,10.0,11.0,0.49122807,29.5,3.0,1.0,1.0,1,1.0,1
2006,1,0,0,0,1237.0,8.0,7.0,2.0,0.636363636,214.0,2.0,1.0,0.0,1,2.0,0
2007,1,0,0,0,1018.0,9.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2009,1,0,0,0,6703.0,8.0,7.0,10.0,0.122807018,0.0,0.0,0.0,0.0,1,0.0,0
2012,1,0,0,0,5517.0,8.0,7.0,4.0,0.122807018,21.0,0.0,0.0,0.0,1,0.0,0
2013,1,0,300,0,1353.0,10.0,8.0,4.0,0.65625,10.66666667,2.0,0.0,0.0,1,0.0,1
2014,1,0,0,0,1779.0,8.0,8.0,1.0,0.368421053,4.0,2.0,0.0,1.0,1,0.0,0
2016,1,0,0,0,3899.0,8.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2018,1,0,0,0,1077.0,7.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2019,1,0,0,0,1220.0,7.0,9.0,4.0,0.229508197,39.5,0.0,0.0,0.0,1,0.0,0
2020,1,0,59,0,10762.0,8.0,7.0,11.0,12.28070175,2.98,65.0,1.0,16.0,0,2.0,1
2021,1,0,0,0,181.0,7.0,8.0,3.0,0.614035088,4.0,4.0,1.0,3.0,1,0.0,0
2022,1,0,300,0,1648.0,8.0,8.0,4.0,1.75,12.0,2.0,0.0,0.0,1,1.0,1
2025,1,0,499,0,5079.0,9.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2027,1,0,0,0,11802.0,8.0,10.0,9.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0
2028,1,0,0,0,851.0,8.0,7.0,7.0,0.875,7.0,1.0,0.0,0.0,1,1.0,0
2029,1,0,0,0,3118.0,9.0,10.0,3.0,0.636363636,67.5,2.0,1.0,0.0,1,1.0,0
2030,1,0,0,0,1141.0,8.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2032,1,0,0,0,11153.0,10.0,7.0,9.0,0.466666667,349.0,1.0,0.0,1.0,1,1.0,0
2035,1,0,0,0,1100.0,7.0,8.0,4.0,0.122807018,2.0,0.0,0.0,0.0,1,0.0,0
2037,1,0,0,0,7172.0,7.0,9.0,1.0,4.666666667,27.75,4.0,2.0,3.0,1,3.0,0
2040,1,0,0,0,1728.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2041,1,0,0,0,535.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2043,1,0,0,0,846.0,10.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2046,1,0,0,0,1508.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2048,1,0,0,0,1413.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2050,1,0,9,0,5432.0,8.0,8.0,2.0,0.875,63.0,1.0,0.0,1.0,0,0.0,1
2052,1,0,200,0,4088.0,8.0,9.0,1.0,0.466666667,7.0,1.0,1.0,0.0,0,1.0,1
2053,1,0,0,0,570.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2054,1,0,1500,0,10813.0,7.0,9.0,0.0,8.555555556,11.72727273,11.0,0.0,0.0,1,8.0,1
2056,1,0,499,0,65011.0,9.0,8.0,12.0,0.0,0.0,0.0,2.0,17.0,1,0.0,1
2057,1,0,0,0,1073.0,7.0,8.0,2.0,0.368421053,13.66666667,0.0,0.0,0.0,1,0.0,0
2059,1,0,200,0,2807.0,8.0,7.0,3.0,2.625,4.666666667,3.0,0.0,0.0,1,0.0,1
2064,1,0,0,0,3719.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2065,1,0,0,0,6735.0,8.0,8.0,9.0,1.0,28.0,1.0,0.0,0.0,1,0.0,0
2066,1,0,1000,0,1650.0,10.0,7.0,12.0,0.933333333,46.0,2.0,0.0,0.0,1,1.0,1
2068,1,0,100,0,207.0,7.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
2071,1,0,0,0,8809.0,8.0,7.0,10.0,0.28,0.0,1.0,0.0,0.0,1,0.0,0
2072,1,0,0,0,713.0,7.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2074,1,0,100,0,2387.0,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
2075,1,0,0,0,1638.0,7.0,7.0,0.0,0.368421053,7.333333333,2.0,1.0,1.0,1,0.0,0
2077,1,0,0,0,19494.0,8.0,7.0,5.0,0.614035088,7.2,1.0,0.0,0.0,1,1.0,0
2078,1,0,0,0,1636.0,7.0,8.0,6.0,0.259259259,4.0,1.0,0.0,0.0,1,0.0,0
2079,1,0,0,0,808.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2080,1,0,0,0,73.0,6.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2081,1,0,0,0,1676.0,8.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2082,1,0,0,0,678.0,7.0,8.0,9.0,0.122807018,1.0,0.0,0.0,0.0,1,0.0,0
2084,1,0,0,0,2289.0,10.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2086,1,0,0,0,154.0,8.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2087,1,0,0,0,4097.0,8.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2088,1,0,0,0,1097.0,8.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2089,1,0,0,0,621.0,7.0,7.0,6.0,0.49122807,3.25,3.0,0.0,0.0,0,0.0,0
2090,1,0,0,0,465058.0,7.0,8.0,6.0,4.175438596,3209.911765,19.0,7.0,10.0,1,6.0,0
2092,1,0,0,0,28.0,8.0,7.0,1.0,7.0,1.0,2.0,0.0,1.0,1,0.0,0
2096,1,0,0,0,3061.0,8.0,8.0,4.0,0.368421053,13.66666667,2.0,0.0,0.0,1,2.0,0
2097,1,0,0,0,10267.0,8.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2098,1,0,0,0,67.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2100,1,0,0,0,9708.0,8.0,7.0,4.0,0.49122807,3998.25,1.0,1.0,0.0,1,1.0,0
2101,1,0,0,0,1369.0,7.0,8.0,26.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2103,1,0,0,0,18806.0,8.0,5.0,8.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0
2104,1,0,0,0,965.0,8.0,7.0,17.0,0.368421053,36.66666667,1.0,0.0,1.0,1,0.0,0
2107,1,0,0,0,1312.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2108,1,0,0,0,698.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2109,1,94,170990,0,58020.0,8.0,10.0,4.0,1.884615385,1656.142857,7.0,2.0,2.0,1,4.0,1
2110,1,3,843,0,22253.0,10.0,8.0,8.0,12.0,13.83333333,12.0,5.0,6.0,1,11.0,1
2114,1,0,0,0,923.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2115,1,0,200,0,1553.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2116,1,0,400,0,3229.0,10.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2117,1,0,0,0,779.0,9.0,7.0,6.0,0.269230769,0.0,1.0,0.0,0.0,1,0.0,0
2118,1,0,0,0,1007.0,8.0,9.0,1.0,0.122807018,166.0,0.0,0.0,0.0,1,0.0,0
2119,1,0,799,0,5299.0,8.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2120,1,0,0,0,13636.0,7.0,8.0,8.0,3.315789474,3.148148148,5.0,0.0,0.0,1,0.0,0
2121,1,0,0,0,8582.0,10.0,8.0,7.0,4.2,4.555555556,9.0,1.0,0.0,1,0.0,0
2125,1,0,0,0,533.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2126,1,0,199,0,6860.0,8.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2128,1,0,599,0,3417.0,10.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2130,1,0,0,0,1629.0,8.0,7.0,1.0,1.350877193,5.727272727,4.0,1.0,0.0,1,2.0,0
2131,1,0,0,0,378.0,8.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
